read_count,write_count,avg_read_speed_mbps,avg_write_speed_mbps,read_lba_variance,write_lba_variance,min_write_entropy,max_write_entropy,avg_write_entropy,label
1954,3227,3.82,6.30,5.22e+07,8.08e+07,1.039,3.089,2.077,0
1567,2530,3.06,4.94,2.85e+07,6.85e+07,1.039,3.089,2.050,1
1361,2024,2.66,3.95,8.16e+07,8.30e+07,1.082,3.697,1.993,1
1918,2848,3.75,5.56,2.56e+07,4.68e+07,1.082,3.697,1.996,1
1581,3326,3.09,6.50,2.39e+07,6.23e+07,1.120,3.089,1.990,0
1292,2495,2.52,4.87,5.91e+07,1.18e+08,1.120,3.697,1.996,1
1613,2622,3.15,5.12,7.85e+07,6.10e+07,1.232,3.697,2.040,0
1533,2913,2.99,5.69,4.04e+07,8.28e+07,1.182,3.697,2.041,1
1216,2695,2.38,5.26,6.02e+07,7.54e+07,1.182,3.089,2.042,0
1577,2868,3.08,5.60,6.30e+07,9.36e+07,0.887,3.089,2.062,0
1920,2566,3.75,5.01,7.71e+07,6.39e+07,0.887,3.599,2.072,0
1271,2491,2.48,4.87,1.87e+07,4.45e+07,1.051,3.599,2.037,0
844,1732,1.65,3.38,2.21e+07,6.03e+07,0.825,2.976,2.000,0
1221,1521,2.38,2.97,4.56e+07,2.76e+07,0.825,2.936,2.053,0
1538,2114,3.00,4.13,1.26e+07,2.38e+07,1.120,3.697,2.024,1
2111,2731,4.12,5.33,2.38e+07,3.98e+07,1.100,3.697,1.976,0
2631,3156,5.14,6.16,3.69e+07,5.31e+07,1.100,3.697,1.973,0
2756,3354,5.38,6.55,4.05e+07,6.00e+07,1.100,3.697,1.962,1
1936,3549,3.78,6.93,2.00e+07,6.72e+07,1.151,3.697,1.970,0
1169,3256,2.28,6.36,3.20e+07,6.38e+07,0.895,3.697,1.983,0
1252,2410,2.45,4.71,7.33e+07,6.47e+07,0.895,3.697,2.047,1
628,1688,1.23,3.30,2.42e+07,5.05e+07,1.232,3.070,2.084,1
1270,2019,2.48,3.94,6.58e+07,1.05e+08,1.082,3.697,2.076,1
2374,2684,4.64,5.24,8.24e+07,3.92e+07,1.082,3.697,2.039,0
1733,2934,3.38,5.73,1.60e+07,4.61e+07,1.100,3.697,1.981,0
1846,3146,3.61,6.14,4.71e+07,6.12e+07,1.100,3.697,1.979,1
2552,3164,4.98,6.18,5.49e+07,5.39e+07,1.151,3.697,1.974,1
2659,3118,5.19,6.09,3.77e+07,5.19e+07,1.051,3.697,1.973,0
2559,3172,5.00,6.20,3.49e+07,5.37e+07,1.051,3.697,1.960,1
2365,3157,4.62,6.17,2.98e+07,5.32e+07,0.774,3.697,1.968,0
2099,2924,4.10,5.71,2.35e+07,4.56e+07,0.774,2.976,1.979,1
969,2216,1.89,4.33,5.01e+06,4.69e+07,1.051,3.219,2.004,1
813,2054,1.59,4.01,3.95e+07,5.53e+07,1.449,3.599,2.103,0
813,1801,1.59,3.52,3.95e+07,2.74e+07,1.639,3.599,2.089,1
527,1185,1.03,2.31,4.04e+07,3.62e+07,1.151,2.790,2.039,1
850,2301,1.66,4.49,6.81e+07,3.48e+07,1.151,3.697,2.060,1
971,2870,1.90,5.61,7.11e+07,6.80e+07,1.163,3.891,2.067,0
1817,2731,3.55,5.33,9.78e+07,5.78e+07,1.082,3.891,2.040,1
2436,3138,4.76,6.13,3.17e+07,5.25e+07,1.039,3.697,1.991,0
2515,3179,4.91,6.21,3.37e+07,5.39e+07,1.039,3.697,1.963,1
2545,3133,4.97,6.12,3.46e+07,5.24e+07,1.039,3.697,1.955,0
1867,3216,3.65,6.28,1.86e+07,5.52e+07,1.039,3.697,1.968,0
563,2065,1.10,4.03,1.70e+06,3.03e+07,1.108,3.697,1.985,1
1189,1589,2.32,3.10,1.50e+08,8.44e+07,1.051,3.697,2.080,1
2348,2725,4.59,5.32,1.54e+08,4.32e+07,1.051,3.697,2.016,1
2396,3093,4.68,6.04,3.06e+07,5.10e+07,1.120,3.697,1.967,0
1395,3274,2.72,6.39,1.04e+07,5.72e+07,1.120,3.697,1.979,1
1234,2910,2.41,5.68,8.23e+07,7.16e+07,1.151,3.987,2.050,1
2340,2740,4.57,5.35,8.88e+07,4.41e+07,0.969,3.987,2.035,0
2541,3119,4.96,6.09,3.44e+07,5.19e+07,0.969,3.697,1.957,1
2511,2967,4.90,5.79,3.42e+07,4.77e+07,0.969,3.697,1.984,1
1728,2204,3.38,4.30,1.92e+07,5.95e+07,1.051,3.697,2.006,1
1584,2248,3.09,4.39,2.37e+07,4.57e+07,1.051,3.697,2.004,0
1845,2715,3.60,5.30,1.82e+07,3.93e+07,1.051,3.697,2.022,0
752,1848,1.47,3.61,3.02e+06,2.55e+07,1.151,3.180,2.035,0
880,1456,1.72,2.84,6.53e+07,5.95e+07,1.232,3.180,2.076,1
1852,2145,3.62,4.19,7.74e+07,2.97e+07,1.051,3.697,2.031,0
2110,2792,4.12,5.45,2.38e+07,4.16e+07,1.051,3.697,1.979,1
1293,3165,2.53,6.18,8.92e+06,5.36e+07,1.100,3.697,1.985,0
863,2234,1.69,4.36,8.89e+07,6.38e+07,1.100,3.795,1.992,0
1922,2185,3.75,4.27,1.06e+08,3.91e+07,0.969,3.795,2.006,0
1924,3163,3.76,6.18,1.98e+07,5.34e+07,0.969,3.697,1.985,0
710,2331,1.39,4.55,2.69e+06,3.87e+07,1.151,3.697,1.980,0
1419,2099,2.77,4.10,6.43e+07,4.87e+07,1.151,3.697,2.030,0
2622,2889,5.12,5.64,8.55e+07,4.47e+07,1.120,3.697,2.005,1
1350,3089,2.64,6.03,9.73e+06,5.09e+07,1.120,3.697,1.973,1
147,2356,0.29,4.60,1.16e+05,4.54e+07,1.120,2.976,1.992,0
1235,2105,2.41,4.11,1.45e+08,7.54e+07,1.466,3.281,2.078,0
1551,2896,3.03,5.66,1.43e+08,4.58e+07,1.232,3.697,2.035,1
1005,2754,1.96,5.38,4.38e+07,7.23e+07,1.039,3.795,2.014,0
689,1734,1.35,3.39,4.23e+07,4.29e+07,1.039,3.795,2.060,0
706,1832,1.38,3.58,5.76e+07,9.24e+07,1.019,3.697,2.078,0
1172,2204,2.29,4.30,8.80e+07,5.22e+07,1.019,3.987,2.101,1
1584,2396,3.09,4.68,7.74e+07,6.19e+07,1.039,3.987,2.078,0
2203,2996,4.30,5.85,2.59e+07,4.79e+07,1.039,3.697,2.019,0
2185,2988,4.27,5.84,2.55e+07,4.76e+07,1.000,3.697,1.967,0
2218,2993,4.33,5.85,2.62e+07,4.78e+07,1.000,3.697,1.959,1
1225,2666,2.39,5.21,8.01e+06,4.62e+07,0.887,3.697,1.993,0
1019,1876,1.99,3.66,3.78e+07,6.16e+07,0.887,2.976,2.039,0
1729,2401,3.38,4.69,4.79e+07,3.21e+07,1.120,3.599,2.010,1
820,2961,1.60,5.78,3.59e+06,4.88e+07,1.120,3.599,1.986,1
838,2125,1.64,4.15,8.24e+07,5.86e+07,1.132,3.219,2.019,0
1866,2144,3.64,4.19,9.31e+07,3.00e+07,1.120,3.599,2.052,0
2154,2885,4.21,5.63,2.48e+07,4.44e+07,1.051,3.697,1.990,0
2333,3135,4.56,6.12,2.90e+07,5.24e+07,1.051,3.697,1.966,0
1236,3146,2.41,6.14,8.19e+06,5.44e+07,1.151,3.697,1.979,1
884,2620,1.73,5.12,1.14e+08,8.69e+07,1.163,3.795,2.006,0
2140,2632,4.18,5.14,1.20e+08,5.98e+07,1.120,3.795,2.006,0
2366,3089,4.62,6.03,2.99e+07,5.09e+07,1.019,3.697,1.971,1
1196,2812,2.34,5.49,7.64e+06,4.28e+07,1.019,3.697,1.976,0
647,2475,1.26,4.83,1.11e+07,3.91e+07,1.039,3.697,1.989,0
982,1706,1.92,3.33,3.18e+07,2.95e+07,1.670,3.955,2.005,0
1045,1425,2.04,2.78,5.00e+07,2.66e+07,1.132,3.955,2.122,0
1235,1750,2.41,3.42,8.14e+06,1.63e+07,1.132,3.697,2.088,0
1202,2335,2.35,4.56,7.71e+06,2.94e+07,1.051,3.697,1.996,0
989,1952,1.93,3.81,8.61e+06,4.04e+07,1.051,3.697,2.017,0
1278,1738,2.50,3.39,5.77e+07,4.13e+07,1.000,3.697,2.138,1
1517,2600,2.96,5.08,1.23e+07,3.61e+07,1.000,3.697,2.052,0
665,2111,1.30,4.12,2.36e+06,3.71e+07,1.039,3.697,1.976,1
1498,2181,2.93,4.26,7.63e+07,6.40e+07,1.151,3.697,2.010,1
1535,3151,3.00,6.15,7.67e+07,5.30e+07,1.151,3.697,1.998,1
1283,3191,2.51,6.23,6.67e+07,6.16e+07,1.039,3.697,1.998,0
2423,3118,4.73,6.09,8.21e+07,5.35e+07,1.039,3.697,1.997,1
2196,3282,4.29,6.41,2.58e+07,5.75e+07,1.120,3.697,2.000,0
1464,2581,2.86,5.04,1.48e+07,4.75e+07,1.120,3.697,2.017,0
1650,2395,3.22,4.68,4.37e+07,4.49e+07,1.151,3.905,2.032,0
2394,2932,4.68,5.73,3.06e+07,4.59e+07,1.039,3.905,2.002,1
2322,3015,4.54,5.89,2.88e+07,4.85e+07,1.039,3.697,1.966,0
2298,3121,4.49,6.10,2.82e+07,5.20e+07,1.039,3.089,1.976,1
2164,3142,4.23,6.14,2.50e+07,5.27e+07,0.996,3.697,1.972,1
999,2640,1.95,5.16,5.33e+06,5.27e+07,0.996,3.697,1.979,1
1540,2658,3.01,5.19,6.38e+07,7.08e+07,1.100,3.089,2.036,1
2958,3262,5.78,6.37,9.30e+07,5.68e+07,1.100,3.599,2.027,0
2809,3426,5.49,6.69,4.21e+07,6.26e+07,1.051,3.599,1.978,1
2856,3466,5.58,6.77,4.35e+07,6.41e+07,1.051,3.697,1.960,1
2850,3452,5.57,6.74,4.33e+07,6.36e+07,1.120,3.697,1.969,0
2048,3519,4.00,6.87,2.24e+07,6.61e+07,1.120,3.697,1.978,1
663,2628,1.29,5.13,2.35e+06,6.49e+07,1.120,3.697,2.001,1
741,2055,1.45,4.01,1.06e+08,7.15e+07,1.718,3.697,2.047,0
741,2536,1.45,4.95,1.06e+08,3.60e+07,1.718,3.697,2.026,0
1146,2933,2.24,5.73,9.70e+07,5.96e+07,1.051,3.697,2.041,1
2273,3325,4.44,6.49,1.06e+08,5.95e+07,1.051,3.697,2.026,1
1127,2305,2.20,4.50,6.78e+06,3.47e+07,1.151,3.697,1.984,0
0,1043,0.00,2.04,0.00e+00,3.43e+07,1.772,3.697,2.012,0
821,1773,1.60,3.46,1.17e+08,6.32e+07,1.449,3.599,2.014,1
821,2021,1.60,3.95,1.17e+08,5.72e+07,1.449,3.599,2.014,1
964,2313,1.88,4.52,1.11e+08,7.74e+07,1.039,3.987,2.050,1
964,2911,1.88,5.69,1.11e+08,6.13e+07,1.039,3.987,2.037,0
752,2684,1.47,5.24,3.34e+07,8.35e+07,1.639,3.795,2.010,0
752,2191,1.47,4.28,3.34e+07,8.16e+07,1.019,2.790,2.049,1
1086,2387,2.12,4.66,1.49e+08,9.88e+07,1.019,3.599,2.089,1
1850,2390,3.61,4.67,2.15e+08,8.31e+07,1.039,3.599,2.070,1
2180,2587,4.26,5.05,7.90e+07,7.75e+07,1.120,3.101,2.018,0
2886,3588,5.64,7.01,4.44e+07,6.87e+07,1.069,2.976,1.990,1
2078,3430,4.06,6.70,2.30e+07,6.39e+07,1.069,3.697,1.986,1
1369,2581,2.67,5.04,5.71e+07,6.66e+07,1.120,3.763,2.048,1
2012,2515,3.93,4.91,7.39e+07,6.02e+07,1.082,3.763,2.094,1
2620,3397,5.12,6.63,3.66e+07,6.16e+07,1.082,3.697,2.011,1
1731,3590,3.38,7.01,1.60e+07,6.88e+07,1.100,2.976,1.977,0
884,3174,1.73,6.20,2.09e+07,7.94e+07,1.449,2.976,1.988,1
1571,2965,3.07,5.79,1.47e+08,7.29e+07,1.449,3.281,2.104,0
2407,3280,4.70,6.41,7.29e+07,6.51e+07,1.051,3.697,2.100,0
2530,3109,4.94,6.07,3.42e+07,5.16e+07,1.051,3.697,1.983,0
1760,2295,3.44,4.48,1.65e+07,2.81e+07,1.082,3.697,1.966,0
589,2402,1.15,4.69,1.85e+06,3.08e+07,1.449,3.180,1.979,1
0,2178,0.00,4.25,0.00e+00,5.32e+07,1.772,3.180,1.998,1
1614,2223,3.15,4.34,1.56e+08,6.56e+07,1.039,2.976,2.030,0
2889,3252,5.64,6.35,1.63e+08,5.65e+07,1.039,3.599,2.007,1
2213,3156,4.32,6.16,2.61e+07,5.31e+07,1.051,3.599,2.020,1
1805,2671,3.53,5.22,1.79e+07,3.81e+07,1.120,2.976,2.022,1
1296,2286,2.53,4.46,1.24e+07,2.79e+07,1.449,2.976,1.984,0
429,2763,0.84,5.40,1.93e+06,4.07e+07,1.449,2.976,1.979,1
0,2873,0.00,5.61,0.00e+00,5.49e+07,1.449,3.079,2.004,0
1165,2633,2.28,5.14,2.21e+08,7.19e+07,1.132,3.079,2.088,0
2443,3073,4.77,6.00,2.00e+08,5.33e+07,1.132,2.976,2.046,0
2424,3184,4.73,6.22,3.14e+07,5.41e+07,1.100,3.599,1.975,0
2418,3185,4.72,6.22,3.12e+07,5.41e+07,1.051,3.697,1.986,0
2425,3313,4.74,6.47,3.14e+07,5.86e+07,1.039,3.697,1.984,1
2014,3073,3.93,6.00,3.73e+07,7.46e+07,1.039,3.697,2.045,0
861,2922,1.68,5.71,1.63e+07,7.59e+07,1.082,3.697,2.037,1
554,2346,1.08,4.58,1.48e+08,7.78e+07,1.051,3.089,2.004,1
1940,2580,3.79,5.04,1.62e+08,8.03e+07,1.051,3.089,2.027,1
2686,3482,5.25,6.80,3.85e+07,6.47e+07,1.051,3.089,1.987,0
2588,3428,5.05,6.70,3.57e+07,6.27e+07,1.051,3.697,1.982,1
2574,3353,5.03,6.55,3.53e+07,6.00e+07,1.051,3.697,1.974,0
1885,3428,3.68,6.70,1.90e+07,6.27e+07,1.051,3.697,1.968,0
1674,3383,3.27,6.61,7.20e+07,6.98e+07,1.120,3.697,2.052,1
2469,3352,4.82,6.55,7.43e+07,6.50e+07,1.120,3.697,2.064,1
2486,3504,4.86,6.84,3.30e+07,6.55e+07,1.051,3.697,2.005,0
1845,3101,3.60,6.06,4.99e+07,8.02e+07,1.051,3.987,2.050,1
1983,2876,3.87,5.62,5.67e+07,6.46e+07,1.039,3.987,2.046,1
1448,3119,2.83,6.09,1.12e+07,5.19e+07,1.039,3.697,1.991,1
236,3346,0.46,6.54,2.98e+05,6.19e+07,1.449,3.697,2.017,1
0,3555,0.00,6.94,0.00e+00,6.84e+07,1.449,3.281,2.017,0
0,2817,0.00,5.50,0.00e+00,6.03e+07,1.449,2.976,1.976,1
1225,2361,2.39,4.61,6.77e+08,7.71e+07,1.039,3.599,2.045,1
2570,2982,5.02,5.82,5.10e+08,5.16e+07,1.039,3.697,2.027,0
1458,3391,2.85,6.62,1.13e+07,6.16e+07,1.120,3.697,1.977,1
108,2384,0.21,4.66,6.28e+04,6.30e+07,1.706,3.987,2.026,0
1103,1975,2.15,3.86,1.88e+08,7.70e+07,1.051,3.987,2.074,0
1783,2841,3.48,5.55,2.14e+08,5.46e+07,1.051,3.697,2.024,1
1919,3016,3.75,5.89,5.11e+07,6.46e+07,1.000,3.697,1.998,0
1691,2771,3.30,5.41,1.53e+07,4.10e+07,1.000,3.697,1.985,0
450,2234,0.88,4.36,1.08e+06,4.47e+07,1.151,3.697,1.981,0
1166,2450,2.28,4.79,1.07e+08,8.56e+07,1.120,2.976,2.010,1
2150,3284,4.20,6.41,1.27e+08,5.97e+07,1.120,3.697,2.020,1
2356,3488,4.60,6.81,4.01e+07,6.49e+07,1.082,3.697,1.993,1
2714,3340,5.30,6.52,3.93e+07,5.95e+07,1.082,3.697,1.969,0
2579,3281,5.04,6.41,3.55e+07,5.74e+07,1.100,3.697,1.967,0
1808,3162,3.53,6.18,2.59e+07,6.80e+07,1.151,3.697,1.999,1
1671,2761,3.26,5.39,5.71e+07,8.65e+07,1.151,2.790,2.065,0
1238,3074,2.42,6.00,2.36e+07,7.14e+07,1.151,2.790,2.022,1
27,2523,0.05,4.93,4.03e+03,5.94e+07,1.039,2.356,1.973,0
476,2338,0.93,4.57,6.80e+07,4.73e+07,1.039,2.642,1.977,1
925,3297,1.81,6.44,2.00e+08,6.40e+07,1.591,2.747,2.004,0
1348,3320,2.63,6.48,1.42e+08,7.29e+07,1.559,3.697,2.072,1
1491,2939,2.91,5.74,3.91e+07,6.41e+07,1.151,3.697,2.101,1
1098,2903,2.14,5.67,5.75e+07,6.64e+07,1.100,3.089,2.048,0
506,3162,0.99,6.18,1.37e+06,5.63e+07,1.100,3.089,2.025,0
522,2302,1.02,4.50,1.38e+08,7.56e+07,1.670,2.716,2.048,0
1649,2542,3.22,4.96,2.09e+08,6.39e+07,1.151,3.697,2.050,0
1127,3162,2.20,6.18,6.78e+06,6.25e+07,1.151,3.987,2.048,0
1537,3075,3.00,6.01,8.17e+07,7.34e+07,0.887,3.987,2.083,0
1537,3454,3.00,6.75,8.17e+07,6.39e+07,0.887,3.697,2.036,1
0,3150,0.00,6.15,0.00e+00,6.82e+07,1.591,2.356,1.998,1
1160,2875,2.27,5.62,2.36e+08,7.77e+07,1.120,2.790,2.015,0
2411,3280,4.71,6.41,2.15e+08,6.26e+07,1.082,2.790,2.008,1
1837,3464,3.59,6.77,1.80e+07,6.40e+07,1.082,3.697,1.985,1
586,2995,1.14,5.85,1.83e+06,6.30e+07,1.082,3.987,1.985,0
0,2252,0.00,4.40,0.00e+00,6.68e+07,1.753,3.987,2.044,1
725,2044,1.42,3.99,3.74e+08,7.69e+07,1.082,3.763,2.060,1
2002,2722,3.91,5.32,3.26e+08,5.14e+07,0.844,3.763,1.983,0
2600,3352,5.08,6.55,3.61e+07,5.99e+07,0.844,3.697,1.956,1
1811,3488,3.54,6.81,1.75e+07,6.49e+07,1.100,3.697,1.971,0
969,2791,1.89,5.45,2.94e+07,7.33e+07,1.100,3.697,1.997,0
1193,2804,2.33,5.48,9.35e+07,7.02e+07,1.082,3.697,2.042,0
712,2896,1.39,5.66,2.71e+06,6.82e+07,1.082,2.759,2.043,1
829,2571,1.62,5.02,1.48e+08,8.90e+07,1.485,2.778,2.074,0
1427,3141,2.79,6.13,1.96e+08,5.95e+07,1.485,2.778,2.099,1
1943,3333,3.79,6.51,7.30e+07,6.51e+07,1.151,3.599,2.069,1
1947,3417,3.80,6.67,2.02e+07,6.23e+07,1.151,3.697,2.013,0
1096,2925,2.14,5.71,3.22e+07,6.60e+07,1.639,3.697,2.008,0
1571,2917,3.07,5.70,9.36e+07,6.79e+07,1.082,3.697,2.036,1
1833,2983,3.58,5.83,4.39e+07,6.82e+07,1.082,3.697,2.054,1
2052,2998,4.01,5.86,5.96e+07,7.04e+07,1.132,3.697,2.030,1
2628,3425,5.13,6.69,3.68e+07,6.26e+07,1.000,2.790,1.992,1
2036,3303,3.98,6.45,2.21e+07,5.82e+07,1.000,3.697,1.978,1
705,2908,1.38,5.68,2.65e+06,6.44e+07,1.120,3.697,1.997,0
928,2432,1.81,4.75,1.72e+08,8.09e+07,1.151,2.790,2.077,0
2228,2758,4.35,5.39,1.64e+08,5.37e+07,1.000,3.697,2.037,0
2584,3285,5.05,6.42,3.56e+07,5.76e+07,0.856,3.697,1.974,1
2621,3377,5.12,6.60,3.67e+07,6.08e+07,0.856,3.697,1.970,0
2767,3387,5.40,6.62,4.08e+07,6.12e+07,1.151,3.697,1.974,1
2784,3413,5.44,6.67,4.14e+07,6.21e+07,1.051,3.697,1.972,1
2723,3407,5.32,6.65,3.96e+07,6.19e+07,1.051,3.697,1.963,1
2719,3265,5.31,6.38,3.94e+07,5.69e+07,1.000,3.697,1.964,0
2661,3246,5.20,6.34,3.78e+07,5.62e+07,1.000,2.790,1.957,0
2430,3359,4.75,6.56,3.15e+07,6.02e+07,1.120,2.293,1.961,1
1119,3027,2.19,5.91,6.68e+06,6.72e+07,1.151,2.356,1.982,1
654,2200,1.28,4.30,1.28e+08,8.03e+07,1.151,3.089,2.015,1
1984,2557,3.88,4.99,1.45e+08,5.63e+07,1.151,3.697,1.991,0
2462,3123,4.81,6.10,3.23e+07,5.20e+07,1.051,3.697,1.958,1
1997,2961,3.90,5.78,2.13e+07,4.68e+07,1.051,3.697,1.998,1
2209,3147,4.31,6.15,3.70e+07,5.42e+07,1.120,3.697,2.053,0
2635,3281,5.15,6.41,4.40e+07,5.81e+07,1.039,3.697,2.017,1
2677,3355,5.23,6.55,3.82e+07,6.01e+07,1.039,3.697,1.973,0
2575,3432,5.03,6.70,3.54e+07,6.28e+07,1.051,3.697,1.981,0
2482,3354,4.85,6.55,3.96e+07,6.77e+07,1.051,3.697,1.970,0
2337,2892,4.56,5.65,3.32e+07,4.87e+07,1.039,3.697,1.966,1
2312,2944,4.52,5.75,2.85e+07,4.62e+07,1.000,3.697,1.992,1
2698,3397,5.27,6.63,3.88e+07,6.16e+07,0.887,3.697,1.983,0
2764,3297,5.40,6.44,4.08e+07,5.80e+07,0.887,3.697,1.971,1
2679,3259,5.23,6.37,3.83e+07,5.67e+07,1.039,3.697,1.981,0
2578,3403,5.04,6.65,3.55e+07,6.18e+07,1.039,3.697,1.985,0
1298,3117,2.54,6.09,8.99e+06,6.21e+07,1.051,3.697,2.000,1
1504,2971,2.94,5.80,5.21e+07,9.51e+07,1.000,3.697,2.036,1
1436,3308,2.80,6.46,4.77e+07,5.90e+07,1.000,3.697,2.010,0
409,3065,0.80,5.99,8.94e+05,6.52e+07,1.784,3.848,2.026,1
1713,2987,3.35,5.83,1.80e+08,6.51e+07,0.813,3.944,2.068,0
2173,3325,4.24,6.49,2.53e+07,5.90e+07,0.813,3.944,2.029,1
869,3174,1.70,6.20,4.15e+06,6.48e+07,1.051,3.697,1.993,1
0,2529,0.00,4.94,0.00e+00,7.58e+07,1.772,3.697,2.040,0
0,2262,0.00,4.42,0.00e+00,7.56e+07,1.772,3.219,2.146,0
718,2431,1.40,4.75,6.23e+08,7.35e+07,1.639,3.238,2.156,0
2014,2924,3.93,5.71,5.11e+08,6.37e+07,1.151,3.238,2.058,1
2733,3406,5.34,6.65,3.99e+07,6.19e+07,1.151,3.089,1.985,1
2907,3341,5.68,6.53,4.51e+07,5.95e+07,0.887,3.089,1.977,0
2911,3329,5.69,6.50,4.52e+07,5.91e+07,0.887,2.976,1.975,0
1984,3391,3.88,6.62,2.10e+07,6.13e+07,1.151,2.976,1.969,1
543,3156,1.06,6.16,1.58e+06,7.21e+07,1.374,3.219,1.963,0
0,2912,0.00,5.69,0.00e+00,6.14e+07,1.741,3.219,1.959,1
787,3147,1.54,6.15,2.99e+08,7.18e+07,1.607,2.976,2.025,0
787,3130,1.54,6.11,2.99e+08,6.14e+07,1.607,2.964,2.078,0
703,2470,1.37,4.82,1.79e+08,8.25e+07,1.405,2.822,2.046,0
1964,2503,3.84,4.89,1.81e+08,7.38e+07,1.051,3.089,1.979,0
1523,3290,2.97,6.43,1.24e+07,5.77e+07,1.051,3.089,1.968,1
1087,3220,2.12,6.29,9.48e+07,6.88e+07,1.337,2.790,1.990,0
2159,3090,4.22,6.04,1.03e+08,5.89e+07,1.151,2.790,2.003,0
2689,3305,5.25,6.46,3.86e+07,5.83e+07,1.151,2.369,1.999,0
2663,3374,5.20,6.59,3.78e+07,6.07e+07,1.151,2.879,1.986,1
2680,3368,5.23,6.58,3.83e+07,6.05e+07,1.000,2.879,1.986,0
2641,3408,5.16,6.66,3.72e+07,6.20e+07,1.000,2.790,1.985,0
1541,3495,3.01,6.83,1.27e+07,6.52e+07,1.151,2.936,1.978,0
781,2778,1.53,5.43,4.75e+07,6.61e+07,1.181,2.936,1.992,1
1768,2723,3.45,5.32,1.12e+08,6.47e+07,1.051,3.089,2.007,0
1923,3399,3.76,6.64,1.97e+07,6.16e+07,1.051,3.089,1.974,1
1563,3199,3.05,6.25,6.22e+07,7.04e+07,1.100,2.936,1.962,0
2187,3187,4.27,6.22,6.78e+07,6.42e+07,1.100,3.089,1.994,0
2548,3416,4.98,6.67,3.46e+07,6.23e+07,1.082,3.089,1.988,0
2256,3493,4.41,6.82,2.72e+07,6.51e+07,1.082,2.832,1.983,1
2423,3357,4.73,6.56,5.24e+07,6.30e+07,1.151,2.832,2.058,0
2327,3297,4.54,6.44,4.10e+07,5.93e+07,1.039,2.936,2.072,1
1936,2973,3.78,5.81,5.87e+07,7.19e+07,1.039,3.089,2.036,1
2401,2976,4.69,5.81,5.97e+07,6.16e+07,1.039,3.089,2.043,0
2610,3457,5.10,6.75,3.63e+07,6.38e+07,1.039,2.790,2.059,0
2385,3247,4.66,6.34,3.03e+07,5.62e+07,1.100,2.790,2.050,1
1460,3287,2.85,6.42,1.14e+07,5.76e+07,1.100,2.832,2.011,1
322,2608,0.63,5.09,5.55e+05,6.47e+07,1.151,2.832,2.041,1
1509,2398,2.95,4.68,1.48e+08,6.73e+07,1.120,2.832,2.103,1
1720,3263,3.36,6.37,1.46e+08,5.68e+07,1.120,2.832,2.064,0
211,2662,0.41,5.20,2.39e+05,5.70e+07,1.627,2.936,2.039,1
919,2519,1.79,4.92,1.36e+08,6.67e+07,1.485,2.936,2.100,0
2116,3111,4.13,6.08,1.82e+08,5.77e+07,1.082,3.160,2.102,1
2464,3197,4.81,6.24,3.24e+07,5.45e+07,1.019,3.160,2.060,0
2495,3203,4.87,6.26,3.32e+07,5.47e+07,1.019,2.790,2.016,1
2652,3278,5.18,6.40,3.75e+07,5.73e+07,1.039,2.790,2.008,1
2791,3469,5.45,6.78,4.16e+07,6.42e+07,1.151,3.089,2.029,1
2743,3482,5.36,6.80,4.01e+07,6.47e+07,1.151,3.089,2.022,0
2742,3451,5.36,6.74,4.01e+07,6.35e+07,1.151,2.790,1.990,1
1450,3506,2.83,6.85,1.12e+07,6.56e+07,1.300,2.790,2.004,1
1311,3224,2.56,6.30,8.31e+07,6.72e+07,1.151,2.790,2.047,1
2452,2982,4.79,5.82,9.27e+07,5.33e+07,1.151,3.039,2.091,0
2315,3057,4.52,5.97,2.86e+07,4.99e+07,1.151,3.039,2.054,1
1324,2900,2.59,5.66,9.36e+06,4.49e+07,1.151,2.790,2.016,0
230,2841,0.45,5.55,2.83e+05,4.31e+07,1.449,2.357,2.038,0
958,2611,1.87,5.10,1.28e+08,4.89e+07,1.151,2.790,2.061,0
1969,2609,3.85,5.10,1.29e+08,4.29e+07,0.856,3.089,2.054,1
1011,2826,1.97,5.52,5.46e+06,5.90e+07,0.856,3.089,2.049,1
0,2311,0.00,4.51,0.00e+00,8.58e+07,1.639,2.790,2.098,0
489,1703,0.96,3.33,1.63e+08,1.01e+08,1.639,3.070,2.134,1
913,2511,1.78,4.90,3.23e+08,6.31e+07,1.082,3.070,2.099,1
423,3578,0.83,6.99,9.57e+05,6.83e+07,1.082,2.832,2.054,1
0,3247,0.00,6.34,0.00e+00,7.18e+07,1.756,3.141,2.042,1
1045,3220,2.04,6.29,3.14e+08,6.91e+07,1.151,3.141,2.056,0
1718,2973,3.36,5.81,3.56e+08,7.88e+07,1.151,3.055,2.042,0
1131,2964,2.21,5.79,7.17e+07,6.73e+07,1.151,2.832,1.993,0
1674,3584,3.27,7.00,5.61e+07,6.85e+07,1.300,2.832,2.008,1
1870,3051,3.65,5.96,8.13e+07,7.69e+07,1.300,2.893,2.079,0
1739,2993,3.40,5.85,5.84e+07,7.04e+07,1.082,2.893,2.080,0
1085,2963,2.12,5.79,6.28e+06,6.62e+07,1.082,2.592,2.054,1
1573,2790,3.07,5.45,7.30e+07,7.53e+07,1.151,3.089,2.128,0
2480,3216,4.84,6.28,8.80e+07,5.54e+07,1.082,3.089,2.097,0
1597,3227,3.12,6.30,3.67e+07,7.15e+07,1.051,2.790,2.051,1
